10,2,4376.29795819
10,3,4339.84851437
10,4,4326.13664976
10,5,4319.80552851
10,6,4316.45730291
10,7,4314.5125298
10,8,4313.3037318
10,9,4312.51325852
20,2,4055.5325261
20,3,3991.02385009
20,4,3962.2846356
20,5,3948.03791513
20,6,3940.35071202
20,7,3935.93813297
20,8,3933.28948875
20,9,3931.64969859
30,2,3975.9047879
30,3,3894.23109524
30,4,3852.11156767
30,5,3828.77359632
30,6,3814.99881507
30,7,3806.47632733
30,8,3801.00745682
30,9,3797.39698669
40,2,3944.32934142
40,3,3853.2506372
40,4,3802.02445161
40,5,3771.41283901
40,6,3752.0767031
40,7,3739.37233767
40,8,3730.76838676
40,9,3724.79807241
50,2,3928.60707216
50,3,3832.07865259
50,4,3774.85703833
50,5,3738.92945097
50,6,3715.1275312
50,7,3698.77629385
50,8,3687.23743208
50,9,3678.91987849
60,2,3919.65374493
60,3,3819.73793388
60,4,3758.4895282
60,5,3718.73543058
60,6,3691.49902198
60,7,3672.16418801
60,8,3658.0857422
60,9,3647.63304943
70,2,3914.07830831
70,3,3811.92484228
70,4,3747.88414219
70,5,3705.34653021
70,6,3675.49080379
70,7,3653.7730031
70,8,3637.57570306
70,9,3625.26809812
80,2,3910.37587733
80,3,3806.66996804
80,4,3740.62963726
80,5,3696.02884677
80,6,3664.16325121
80,7,3640.55214107
80,8,3622.61320099
80,9,3608.73065177
90,2,3907.79464133
90,3,3802.96873296
90,4,3735.45394866
90,5,3689.29225218
90,6,3655.86602221
90,7,3630.74504595
90,8,3611.37970111
90,9,3596.17325084
